osm_id,key,value,commentary
414739467,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
416304114,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
416304608,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
418199440,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
418199441,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
418200915,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
420062897,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421580795,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421662772,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421662774,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421672567,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421680549,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421694328,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421694329,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421694330,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421694353,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421694803,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421695349,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421695359,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
421696078,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422459896,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422488940,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422488941,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422493248,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422493249,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422493254,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422493255,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422738936,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422738937,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
422738938,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
430458312,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
432963068,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
434583989,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
434692400,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
435369564,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
435975370,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436187977,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436590685,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436590687,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436604266,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436604267,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436611598,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
436917548,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437053663,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437053665,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437055560,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437055561,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437055563,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437055567,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437069841,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437069843,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437069844,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437069845,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437180070,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437180077,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437180078,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437191059,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437212070,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437212087,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437395769,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437636429,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437636432,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437636434,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437636437,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
437683485,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438480925,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438480926,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438489402,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438496366,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438496367,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438939891,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
438939892,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439761171,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439912455,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439924957,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439941539,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439941546,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439941549,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
439941551,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440541165,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440541166,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440644106,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440974615,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440974616,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440974617,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440974633,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
440977149,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
441001410,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
441001412,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
441014161,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
441049933,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442220477,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442220498,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442220499,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442227848,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442464050,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442469219,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442469226,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442475957,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442681124,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442681127,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442685321,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442685938,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442779303,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442779311,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442786049,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442786050,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442786058,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442788584,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442788585,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442788591,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442788592,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442867198,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442867199,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442872376,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442872378,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442938915,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442973717,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
442975519,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443068680,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443448515,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443448517,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443492407,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443492408,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443492412,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443492413,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443619704,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443619705,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443626518,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443626535,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443626537,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443652067,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443652068,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443652069,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
443652074,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
444006028,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
444019878,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
444278855,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
